epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,512.148,0.14042,0.20071,0.91411,0.9983,1,0.995,0.995,0.13886,0.24994,0.46783,0.0006238,0.0006238,0.0006238
40,527.809,0.12684,0.18527,0.9145,0.98043,1,0.995,0.96498,0.16997,0.58581,0.47807,0.0006139,0.0006139,0.0006139
41,537.902,0.1325,0.19647,0.9121,0.79063,1,0.98855,0.95584,0.20195,1.29646,0.54005,0.000604,0.000604,0.000604
42,560.925,0.13785,0.194,0.90719,0.95795,1,0.99306,0.94282,0.25774,0.62249,0.57364,0.0005941,0.0005941,0.0005941
43,571.036,0.13073,0.19192,0.91212,0.99823,1,0.995,0.995,0.14399,0.22449,0.44545,0.0005842,0.0005842,0.0005842
44,586.383,0.1255,0.18376,0.91578,0.99829,1,0.995,0.995,0.18864,0.18883,0.47799,0.0005743,0.0005743,0.0005743
45,613.005,0.12744,0.17833,0.91601,0.99724,1,0.995,0.9928,0.15163,0.16047,0.44143,0.0005644,0.0005644,0.0005644
46,623.129,0.13023,0.18895,0.90644,0.92982,1,0.99212,0.99151,0.13645,0.27596,0.43742,0.0005545,0.0005545,0.0005545
47,638.473,0.1242,0.17097,0.91099,0.97451,1,0.995,0.99249,0.14418,0.39239,0.44266,0.0005446,0.0005446,0.0005446
48,648.794,0.12344,0.18372,0.91188,0.98976,1,0.995,0.97481,0.17358,0.50716,0.45657,0.0005347,0.0005347,0.0005347
49,659.872,0.11906,0.18057,0.91594,0.99718,1,0.995,0.995,0.13324,0.16227,0.44488,0.0005248,0.0005248,0.0005248
50,676.008,0.12942,0.18433,0.91609,0.9983,1,0.995,0.995,0.17872,0.14534,0.49704,0.0005149,0.0005149,0.0005149
