epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,2407.82,0.53694,0.60864,1.14531,0.45734,0.31699,0.38848,0.31306,0.93367,1.07659,1.56044,0.0014067,0.0014067,0.0014067
28,2496.37,0.50997,0.56734,1.12428,0.47021,0.30947,0.38372,0.30934,0.99259,1.12496,1.62917,0.00138753,0.00138753,0.00138753
29,2583.87,0.51468,0.55965,1.13592,0.3789,0.32353,0.37348,0.29415,1.10425,1.22603,1.70946,0.00136781,0.00136781,0.00136781
30,2680.25,0.50807,0.58125,1.13914,0.39914,0.30392,0.35255,0.2866,1.17859,1.32208,1.81849,0.00134758,0.00134758,0.00134758
31,2767.63,0.51603,0.58029,1.13537,0.4326,0.3268,0.38425,0.29664,1.06447,1.19832,1.74459,0.00132685,0.00132685,0.00132685
32,2854,0.50072,0.54362,1.12759,0.43858,0.3366,0.39942,0.31606,0.99682,1.06838,1.63531,0.00130565,0.00130565,0.00130565
33,2950.81,0.48942,0.54479,1.11615,0.36739,0.34314,0.3756,0.30632,0.97831,1.14976,1.55505,0.00128398,0.00128398,0.00128398
34,3047.09,0.49119,0.55004,1.11122,0.41045,0.35621,0.40133,0.32178,0.97642,1.02909,1.52491,0.00126188,0.00126188,0.00126188
35,3138.41,0.48082,0.52752,1.10986,0.4599,0.33731,0.40941,0.32443,1.02654,1.01247,1.57663,0.00123936,0.00123936,0.00123936
36,3235.41,0.49049,0.53311,1.11829,0.43978,0.33412,0.39231,0.31203,0.99526,1.07304,1.62985,0.00121645,0.00121645,0.00121645
37,3331.43,0.48472,0.5206,1.11483,0.42681,0.33333,0.39922,0.324,0.9988,1.1341,1.59723,0.00119317,0.00119317,0.00119317
38,3427.85,0.48006,0.51031,1.10421,0.41402,0.36192,0.40093,0.32164,0.92437,1.00642,1.49068,0.00116955,0.00116955,0.00116955
39,3523.29,0.45911,0.49838,1.09638,0.44648,0.38169,0.41949,0.33019,0.96053,0.94864,1.52729,0.0011456,0.0011456,0.0011456
40,3622.84,0.46148,0.50622,1.09935,0.44921,0.33333,0.40459,0.32206,1.00509,0.99709,1.59994,0.00112135,0.00112135,0.00112135
41,3709.78,0.46383,0.49647,1.09608,0.42375,0.35294,0.40587,0.33094,0.90416,0.9966,1.50624,0.00109683,0.00109683,0.00109683
42,3806.71,0.46388,0.50586,1.09765,0.44885,0.3441,0.41345,0.32712,0.9305,1.02746,1.48349,0.00107205,0.00107205,0.00107205
43,3894.25,0.45221,0.49266,1.08732,0.43881,0.35948,0.39677,0.32568,0.94776,1.0305,1.55839,0.00104705,0.00104705,0.00104705
44,3990.4,0.4402,0.47767,1.07289,0.47639,0.32971,0.41049,0.33607,0.90792,0.94141,1.43975,0.00102184,0.00102184,0.00102184
45,4087.47,0.44304,0.4716,1.08322,0.46832,0.33822,0.40755,0.33066,0.97264,0.93507,1.51642,0.000996456,0.000996456,0.000996456
46,4175.29,0.44114,0.47001,1.08133,0.43678,0.33987,0.39934,0.31615,0.96053,0.99893,1.55355,0.000970919,0.000970919,0.000970919
47,4263.03,0.44357,0.47009,1.08815,0.39332,0.36601,0.40648,0.32767,0.96108,1.02193,1.52171,0.000945256,0.000945256,0.000945256
48,4348.98,0.43092,0.45284,1.06859,0.38529,0.38417,0.39461,0.3212,0.92743,1.04443,1.51044,0.00091949,0.00091949,0.00091949
49,4434.96,0.43696,0.45652,1.07768,0.46351,0.33007,0.40971,0.32606,0.89874,0.97803,1.40716,0.000893648,0.000893648,0.000893648
50,4520.87,0.42406,0.44454,1.07156,0.46165,0.35401,0.41245,0.32951,0.942,1.01305,1.48048,0.000867754,0.000867754,0.000867754
51,4607.07,0.41711,0.43798,1.06217,0.46349,0.34314,0.41871,0.34488,0.93911,1.04111,1.48111,0.000841835,0.000841835,0.000841835
52,4699.7,0.42844,0.4402,1.06594,0.44739,0.36128,0.41545,0.343,0.87223,0.9452,1.39185,0.000815916,0.000815916,0.000815916
53,4785.53,0.39913,0.41136,1.05166,0.43213,0.37451,0.42157,0.33796,0.9068,0.94879,1.46345,0.000790022,0.000790022,0.000790022
54,4871.88,0.4083,0.43351,1.05475,0.44623,0.37966,0.42721,0.34732,0.92086,0.889,1.42711,0.00076418,0.00076418,0.00076418
55,4969,0.40421,0.42029,1.05692,0.44322,0.38261,0.42131,0.3491,0.85408,0.89198,1.37041,0.000738414,0.000738414,0.000738414
56,5062.31,0.41011,0.41334,1.05684,0.43921,0.36275,0.41343,0.33239,0.95388,1.00472,1.49345,0.000712751,0.000712751,0.000712751
57,5148.45,0.40485,0.41356,1.05246,0.42256,0.38235,0.41565,0.33972,0.89822,0.90565,1.43374,0.000687214,0.000687214,0.000687214
58,5236.56,0.39347,0.40018,1.0504,0.42933,0.38889,0.42534,0.34878,0.84824,0.86744,1.40156,0.000661831,0.000661831,0.000661831
59,5332.68,0.39746,0.40083,1.04357,0.41855,0.38623,0.42255,0.34196,0.89865,0.89979,1.43661,0.000636625,0.000636625,0.000636625
60,5418.74,0.3971,0.40082,1.05026,0.41055,0.39869,0.42712,0.34916,0.87103,0.89556,1.39281,0.000611621,0.000611621,0.000611621
61,5515.6,0.38934,0.40556,1.04408,0.4336,0.38562,0.43035,0.35125,0.86892,0.84032,1.42596,0.000586845,0.000586845,0.000586845
62,5609.46,0.38035,0.3885,1.03368,0.42728,0.40523,0.42815,0.34972,0.88462,0.85272,1.43176,0.00056232,0.00056232,0.00056232
63,5697.48,0.38287,0.38363,1.03422,0.40715,0.41176,0.42586,0.35196,0.84633,0.86676,1.37168,0.000538072,0.000538072,0.000538072
64,5785.47,0.3737,0.37362,1.03337,0.42472,0.41503,0.43268,0.35254,0.86315,0.80767,1.39631,0.000514122,0.000514122,0.000514122
65,5874.74,0.37542,0.36834,1.03252,0.4316,0.4085,0.43991,0.36216,0.84366,0.83263,1.40039,0.000490497,0.000490497,0.000490497
66,5968.08,0.35066,0.36009,1.02009,0.43853,0.40523,0.4317,0.35923,0.83104,0.81324,1.34011,0.000467218,0.000467218,0.000467218
67,6056.13,0.36806,0.36732,1.02891,0.40379,0.40196,0.4202,0.34575,0.85933,0.88681,1.39287,0.000444309,0.000444309,0.000444309
68,6147.92,0.35057,0.35469,1.01827,0.38914,0.41298,0.42365,0.35818,0.82198,0.86301,1.33425,0.000421792,0.000421792,0.000421792
69,6244.36,0.3647,0.34927,1.02601,0.43162,0.39216,0.42387,0.34964,0.8471,0.87226,1.39892,0.000399689,0.000399689,0.000399689
70,6330.45,0.35914,0.35177,1.02301,0.43464,0.39216,0.42057,0.35008,0.81244,0.84245,1.34538,0.000378023,0.000378023,0.000378023
71,6426.68,0.35982,0.34265,1.02416,0.42351,0.39809,0.42623,0.35346,0.85043,0.85606,1.36979,0.000356815,0.000356815,0.000356815
72,6513.15,0.34718,0.34298,1.01688,0.42745,0.40435,0.43211,0.36092,0.81252,0.79289,1.33036,0.000336086,0.000336086,0.000336086
73,6601.17,0.35222,0.34469,1.01953,0.42771,0.41503,0.43196,0.35433,0.84512,0.79903,1.36218,0.000315855,0.000315855,0.000315855
74,6689.36,0.34812,0.33077,1.01904,0.44561,0.40159,0.43277,0.36154,0.81744,0.80106,1.34374,0.000296144,0.000296144,0.000296144
75,6785.48,0.33939,0.32,1.00866,0.45766,0.38562,0.43297,0.36238,0.8212,0.8135,1.33983,0.000276971,0.000276971,0.000276971
76,6876.93,0.34228,0.32144,1.00941,0.43947,0.40336,0.43372,0.36404,0.8067,0.78958,1.32556,0.000258355,0.000258355,0.000258355
77,6973.93,0.33445,0.32504,1.00472,0.43456,0.39061,0.43122,0.36554,0.78836,0.80194,1.30152,0.000240316,0.000240316,0.000240316
78,7070.59,0.33496,0.32628,1.00102,0.46458,0.38579,0.44017,0.36724,0.84256,0.77978,1.35058,0.00022287,0.00022287,0.00022287
79,7168.13,0.33686,0.32005,1.00817,0.42709,0.40202,0.42555,0.36137,0.81925,0.79732,1.33182,0.000206034,0.000206034,0.000206034
80,7264.38,0.33274,0.32048,1.00863,0.44856,0.4085,0.43206,0.36337,0.81946,0.7765,1.33116,0.000189827,0.000189827,0.000189827
81,7355.96,0.33487,0.32294,1.00741,0.41618,0.42188,0.43126,0.35984,0.82094,0.77591,1.33521,0.000174262,0.000174262,0.000174262
82,7452.32,0.32819,0.30678,0.99929,0.44084,0.41398,0.43569,0.36612,0.82218,0.77169,1.32295,0.000159357,0.000159357,0.000159357
83,7548.47,0.32021,0.30912,0.99665,0.44161,0.42021,0.4419,0.37077,0.7988,0.73505,1.31364,0.000145125,0.000145125,0.000145125
84,7641.34,0.32394,0.30568,0.99969,0.43,0.42157,0.43922,0.36597,0.7977,0.74577,1.32682,0.000131581,0.000131581,0.000131581
85,7742.39,0.31614,0.29826,0.99535,0.43741,0.43464,0.44292,0.36926,0.81872,0.6959,1.33398,0.000118737,0.000118737,0.000118737
86,7827.86,0.32318,0.3036,0.99932,0.43609,0.4281,0.43898,0.3648,0.8017,0.71241,1.3424,0.000106608,0.000106608,0.000106608
87,7914.07,0.3181,0.3012,0.99834,0.435,0.42484,0.43722,0.36675,0.79734,0.74485,1.32629,9.52034e-05,9.52034e-05,9.52034e-05
88,8011.02,0.31233,0.29403,0.98935,0.43565,0.43137,0.43707,0.36934,0.79686,0.75583,1.32004,8.4536e-05,8.4536e-05,8.4536e-05
89,8107.72,0.30494,0.2885,0.9908,0.44207,0.42484,0.43716,0.37046,0.78544,0.73236,1.30708,7.4616e-05,7.4616e-05,7.4616e-05
90,8194.94,0.31093,0.28703,0.99329,0.43943,0.42679,0.43717,0.37027,0.78529,0.7314,1.30021,6.54531e-05,6.54531e-05,6.54531e-05
91,8287.53,0.28596,0.27739,0.99695,0.41979,0.4183,0.42668,0.3517,0.84332,0.79577,1.40374,5.70564e-05,5.70564e-05,5.70564e-05
92,8378.95,0.26523,0.21949,0.96936,0.44315,0.40196,0.4321,0.35774,0.82521,0.7947,1.35273,4.94343e-05,4.94343e-05,4.94343e-05
93,8474.77,0.26116,0.21203,0.9712,0.4303,0.41503,0.43151,0.36189,0.79881,0.78961,1.32539,4.25941e-05,4.25941e-05,4.25941e-05
94,8561.26,0.25959,0.20395,0.96867,0.41724,0.41187,0.42692,0.35834,0.79169,0.80716,1.31946,3.65426e-05,3.65426e-05,3.65426e-05
95,8662.33,0.25507,0.19685,0.96672,0.43659,0.40196,0.4301,0.36177,0.79612,0.79631,1.31993,3.12859e-05,3.12859e-05,3.12859e-05
96,8750.01,0.25995,0.20312,0.96396,0.4408,0.4085,0.43244,0.36393,0.78953,0.79313,1.30875,2.68292e-05,2.68292e-05,2.68292e-05
97,8846.22,0.257,0.20179,0.96942,0.43807,0.4085,0.43263,0.36338,0.79742,0.78218,1.32436,2.31767e-05,2.31767e-05,2.31767e-05
98,8932.43,0.25462,0.19292,0.96179,0.45109,0.40523,0.43251,0.36348,0.79654,0.78837,1.32331,2.03321e-05,2.03321e-05,2.03321e-05
99,9018.33,0.25367,0.19671,0.96454,0.44881,0.40523,0.43335,0.36394,0.79681,0.7733,1.32114,1.82983e-05,1.82983e-05,1.82983e-05
100,9104.28,0.25226,0.19902,0.96593,0.44261,0.4085,0.43458,0.36599,0.79188,0.77039,1.31464,1.70772e-05,1.70772e-05,1.70772e-05
