epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,363.905,1.37214,1.76367,1.65929,0.56765,0.23661,0.28124,0.17286,1.94815,2.67294,2.4422,0.0007327,0.0007327,0.0007327
29,371.553,1.25569,1.67529,1.58605,0.32111,0.3631,0.31513,0.18585,1.96486,2.57979,2.47567,0.0007228,0.0007228,0.0007228
30,379.153,1.23992,1.62371,1.56247,0.54958,0.36222,0.35485,0.1981,1.81397,2.39629,2.27822,0.0007129,0.0007129,0.0007129
31,396.955,1.17565,1.61776,1.53712,0.4015,0.3869,0.31466,0.20066,1.79063,2.64513,2.21371,0.000703,0.000703,0.000703
32,411.541,1.26242,1.61297,1.6387,0.34632,0.3869,0.33868,0.22241,1.77249,2.43048,2.17024,0.0006931,0.0006931,0.0006931
33,423.717,1.22689,1.48217,1.5569,0.41889,0.42752,0.36944,0.22883,1.90641,2.4659,2.3921,0.0006832,0.0006832,0.0006832
34,437.971,1.20576,1.48443,1.5645,0.51452,0.34339,0.39326,0.23574,1.83027,2.25019,2.33817,0.0006733,0.0006733,0.0006733
35,452.244,1.21604,1.51088,1.58179,0.30657,0.45089,0.37675,0.22065,1.82104,2.43738,2.32667,0.0006634,0.0006634,0.0006634
36,465.264,1.14679,1.45054,1.51458,0.38788,0.48214,0.41869,0.24248,1.78399,2.42617,2.27281,0.0006535,0.0006535,0.0006535
37,485.073,1.18529,1.44459,1.50967,0.49094,0.40327,0.40895,0.22876,1.92785,2.36495,2.34541,0.0006436,0.0006436,0.0006436
38,508.566,1.12995,1.44978,1.49438,0.58617,0.42322,0.40603,0.21805,1.95333,2.54749,2.39857,0.0006337,0.0006337,0.0006337
39,516.188,1.15319,1.46748,1.51745,0.50242,0.46577,0.48349,0.27748,1.86081,2.41288,2.30637,0.0006238,0.0006238,0.0006238
40,524.459,1.19548,1.46976,1.49785,0.97311,0.36465,0.52651,0.2848,1.79585,1.97156,2.25694,0.0006139,0.0006139,0.0006139
41,536.363,1.12174,1.40049,1.45792,0.56713,0.50446,0.49263,0.28918,1.80796,1.98632,2.38916,0.000604,0.000604,0.000604
42,554.363,1.14141,1.34485,1.45706,0.84259,0.37054,0.48339,0.26926,1.80107,1.7576,2.37901,0.0005941,0.0005941,0.0005941
43,566.943,1.14235,1.28631,1.44027,0.7496,0.39435,0.51462,0.24784,1.88291,1.80075,2.42492,0.0005842,0.0005842,0.0005842
44,579.686,1.20812,1.34449,1.50013,0.61427,0.39435,0.45176,0.2534,2.03707,1.92343,2.50978,0.0005743,0.0005743,0.0005743
45,587.528,1.09247,1.24924,1.44045,0.51082,0.47005,0.44625,0.25888,1.84835,2.03223,2.22554,0.0005644,0.0005644,0.0005644
46,595.532,1.10453,1.32146,1.46321,0.55128,0.33233,0.39176,0.2516,1.78034,2.31484,2.236,0.0005545,0.0005545,0.0005545
47,610.009,1.05961,1.27177,1.43091,0.60755,0.53571,0.49061,0.28809,1.70225,1.98898,2.09864,0.0005446,0.0005446,0.0005446
48,617.587,1.06031,1.25484,1.44366,0.6169,0.45685,0.411,0.25877,1.77216,1.95066,2.302,0.0005347,0.0005347,0.0005347
49,625.356,1.06283,1.2598,1.4594,0.52355,0.47123,0.44871,0.27891,1.82555,1.99631,2.35277,0.0005248,0.0005248,0.0005248
50,633.145,0.98002,1.18762,1.34081,0.52436,0.46577,0.47759,0.27237,1.90182,1.93507,2.32582,0.0005149,0.0005149,0.0005149
51,640.514,1.00385,1.23462,1.4236,0.57641,0.47196,0.48948,0.29438,1.88702,1.94298,2.30267,0.000505,0.000505,0.000505
52,698.544,1.03252,1.16249,1.38507,0.57411,0.50366,0.53913,0.32529,1.72099,1.76668,2.18791,0.0004951,0.0004951,0.0004951
53,708.532,0.91531,1.03791,1.30961,0.76488,0.53666,0.59825,0.36476,1.58601,1.73912,2.01698,0.0004852,0.0004852,0.0004852
54,722.577,0.99519,1.08969,1.33999,0.70045,0.56486,0.60734,0.38239,1.48894,1.66272,1.84205,0.0004753,0.0004753,0.0004753
55,735.87,0.87604,1.01539,1.30335,0.899,0.41112,0.56616,0.3477,1.66781,1.64958,2.05657,0.0004654,0.0004654,0.0004654
56,743.492,0.95315,1.13129,1.32975,0.78727,0.41815,0.50015,0.31734,1.76493,1.81666,2.24479,0.0004555,0.0004555,0.0004555
57,757.243,1.00795,1.2003,1.35953,0.55347,0.50446,0.49018,0.317,1.60622,1.82784,2.09468,0.0004456,0.0004456,0.0004456
58,765.122,0.95578,1.06553,1.35179,0.58668,0.46577,0.51032,0.33621,1.60461,1.94378,1.98971,0.0004357,0.0004357,0.0004357
59,772.639,0.90175,1.01569,1.30775,0.67651,0.49392,0.52167,0.3147,1.74438,1.79887,2.11736,0.0004258,0.0004258,0.0004258
60,780.313,0.92971,1.02855,1.32015,0.73552,0.49702,0.53657,0.33206,1.74126,1.81787,2.14826,0.0004159,0.0004159,0.0004159
61,787.791,0.93681,1.05068,1.32422,0.71066,0.49702,0.53277,0.34429,1.86845,1.93522,2.21478,0.000406,0.000406,0.000406
62,800.999,0.84152,0.97227,1.28127,0.98119,0.37946,0.51656,0.33538,1.76295,1.96226,2.16,0.0003961,0.0003961,0.0003961
63,813.728,0.84619,0.94491,1.28321,0.60383,0.45833,0.49537,0.31708,1.81699,1.90006,2.24935,0.0003862,0.0003862,0.0003862
64,826.612,0.88473,0.94141,1.2958,0.54587,0.54926,0.52835,0.32968,1.75953,1.91606,2.12068,0.0003763,0.0003763,0.0003763
65,839.574,0.90648,1.00365,1.30961,0.63851,0.54615,0.58985,0.35352,1.65939,1.62939,2.0591,0.0003664,0.0003664,0.0003664
66,852.191,0.87073,0.92825,1.29281,0.7122,0.49702,0.59439,0.36227,1.60031,1.5835,2.01263,0.0003565,0.0003565,0.0003565
67,866.078,0.86312,0.89051,1.28533,0.72538,0.51339,0.5918,0.35389,1.67981,1.89365,2.07683,0.0003466,0.0003466,0.0003466
68,873.589,0.91501,0.96745,1.31386,0.90571,0.4345,0.5821,0.36021,1.66537,1.91979,2.11716,0.0003367,0.0003367,0.0003367
69,891.502,0.88154,0.96285,1.26046,0.57342,0.48958,0.52914,0.33381,1.66692,1.94116,2.12359,0.0003268,0.0003268,0.0003268
