epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,386.066,0.19609,0.26349,0.93417,0.93426,0.93333,0.97973,0.96989,0.19999,1.22613,0.48259,0.0008218,0.0008218,0.0008218
20,429.249,0.21448,0.27405,0.95475,0.95674,0.96667,0.99079,0.95164,0.32679,0.9413,0.59313,0.0008119,0.0008119,0.0008119
21,445.908,0.23102,0.30717,0.97553,0.97737,1,0.995,0.97552,0.20692,0.2432,0.4702,0.000802,0.000802,0.000802
22,472.429,0.21574,0.28549,0.96752,0.96912,1,0.995,0.98279,0.22256,0.56794,0.50394,0.0007921,0.0007921,0.0007921
23,488.918,0.19336,0.2568,0.95718,0.80698,0.96667,0.95384,0.8432,0.50705,0.99309,0.78487,0.0007822,0.0007822,0.0007822
24,500.799,0.19766,0.27961,0.96235,0.87047,0.96667,0.98052,0.92992,0.31531,1.31781,0.61618,0.0007723,0.0007723,0.0007723
25,517.255,0.1802,0.25305,0.95281,0.99313,1,0.995,0.95437,0.2268,0.41702,0.52575,0.0007624,0.0007624,0.0007624
26,533.732,0.1842,0.24383,0.94636,0.9517,0.96667,0.98007,0.96838,0.24003,0.79135,0.55911,0.0007525,0.0007525,0.0007525
27,550.149,0.18701,0.23094,0.94651,0.96767,0.99792,0.99403,0.95925,0.25799,0.31112,0.48854,0.0007426,0.0007426,0.0007426
28,566.687,0.18793,0.25911,0.9376,0.99758,1,0.995,0.995,0.17206,0.23131,0.45179,0.0007327,0.0007327,0.0007327
29,582.171,0.16176,0.23144,0.92957,0.76672,0.96667,0.97487,0.96941,0.16776,0.89168,0.46484,0.0007228,0.0007228,0.0007228
30,593.6,0.16542,0.24865,0.93993,0.86974,0.96667,0.97436,0.95387,0.20026,1.02988,0.46668,0.0007129,0.0007129,0.0007129
31,609.565,0.15036,0.24451,0.91451,0.99716,1,0.995,0.97595,0.20536,0.31294,0.47884,0.000703,0.000703,0.000703
32,642.725,0.15497,0.22889,0.93448,0.95532,1,0.99403,0.97263,0.18907,0.23812,0.45137,0.0006931,0.0006931,0.0006931
33,658.615,0.15415,0.22803,0.93178,0.9567,1,0.99403,0.97969,0.14747,0.26471,0.42752,0.0006832,0.0006832,0.0006832
34,696.561,0.15378,0.21584,0.94547,0.99483,0.96667,0.99312,0.97178,0.18157,0.34046,0.46833,0.0006733,0.0006733,0.0006733
35,712.092,0.15691,0.22159,0.93262,0.6352,0.92876,0.75631,0.67271,0.33031,1.41229,0.6365,0.0006634,0.0006634,0.0006634
36,728.527,0.15797,0.23988,0.9249,0.9192,0.93333,0.9626,0.94167,0.28035,0.42294,0.57611,0.0006535,0.0006535,0.0006535
37,744.764,0.1566,0.22324,0.94015,0.99202,0.96667,0.99403,0.98107,0.25105,0.38686,0.51113,0.0006436,0.0006436,0.0006436
38,761.117,0.14484,0.20683,0.92412,0.99728,1,0.995,0.98414,0.24087,0.28774,0.5217,0.0006337,0.0006337,0.0006337
39,777.52,0.13734,0.20019,0.91443,0.99779,1,0.995,0.995,0.14342,0.25485,0.443,0.0006238,0.0006238,0.0006238
40,800.201,0.14143,0.19847,0.92298,0.99728,1,0.995,0.995,0.13147,0.1723,0.4184,0.0006139,0.0006139,0.0006139
41,820.849,0.14486,0.21964,0.91749,0.99708,1,0.995,0.995,0.13743,0.17042,0.43924,0.000604,0.000604,0.000604
42,849.357,0.12921,0.18129,0.89789,0.9763,0.96667,0.99403,0.99115,0.18947,0.26377,0.4902,0.0005941,0.0005941,0.0005941
43,859.953,0.13237,0.18675,0.90648,0.9638,0.96667,0.99312,0.97361,0.20321,0.35847,0.48966,0.0005842,0.0005842,0.0005842
44,870.736,0.13342,0.19219,0.91939,0.99791,1,0.995,0.995,0.29972,0.47516,0.56061,0.0005743,0.0005743,0.0005743
45,888.843,0.12725,0.16399,0.91048,0.99824,1,0.995,0.97226,0.17413,0.22048,0.45402,0.0005644,0.0005644,0.0005644
46,904.663,0.14411,0.20887,0.92262,0.99746,1,0.995,0.98402,0.19557,0.20353,0.46413,0.0005545,0.0005545,0.0005545
47,935.605,0.1311,0.17796,0.91347,0.87522,0.96667,0.97975,0.93567,0.20715,0.39238,0.45588,0.0005446,0.0005446,0.0005446
48,951.965,0.12406,0.17872,0.90882,0.95997,0.96667,0.99227,0.99018,0.13651,0.25008,0.43605,0.0005347,0.0005347,0.0005347
