epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.4792,0.62727,1.52618,1.28184,0.8,0.8,0.8113,0.31315,1.36951,10.3902,1.56732,0.08416,0.00016,0.00016
2,24.8904,0.28239,0.45066,1.01554,0.5283,0.93333,0.61902,0.60431,0.28396,6.24117,0.64415,0.0673267,0.000326733,0.000326733
3,35.0855,0.30408,0.43624,1.0319,0.4902,0.83333,0.50681,0.42176,0.4833,7.10465,0.72925,0.0504901,0.0004901,0.0004901
4,44.9057,0.30461,0.43188,1.03795,0.5749,0.49602,0.4352,0.32097,1.88548,2.222,1.8642,0.0336501,0.000650101,0.000650101
5,55.1297,0.3037,0.41236,1.0293,0.4793,0.26667,0.20338,0.08345,2.94228,nan,3.07242,0.0168067,0.000806736,0.000806736
6,65.0834,0.28772,0.37469,1.01787,0.84323,0.89655,0.91858,0.46161,1.15207,2.28527,1.48687,0.0009505,0.0009505,0.0009505
7,75.4746,0.2917,0.36528,1.01042,0.00381,0.26667,0.00192,0.0013,3.32933,138.436,4.3588,0.0009406,0.0009406,0.0009406
8,85.6477,0.30068,0.38488,1.01184,0.03093,0.16667,0.01014,0.00312,3.98923,31.9282,7.00043,0.0009307,0.0009307,0.0009307
9,95.8126,0.27622,0.35696,1.01219,0.02311,0.06667,0.00462,0.00332,4.71984,16.5648,5.6146,0.0009208,0.0009208,0.0009208
10,106.102,0.2784,0.3617,0.99981,0.12719,0.16667,0.11573,0.07329,3.25343,8.07532,3.03102,0.0009109,0.0009109,0.0009109
11,116.379,0.27944,0.37512,1.00746,0.9474,0.66667,0.77887,0.63805,0.61649,2.12479,0.87194,0.000901,0.000901,0.000901
12,133.604,0.25737,0.35954,0.98521,0.43037,0.96667,0.58593,0.39762,0.63182,3.34988,0.98576,0.0008911,0.0008911,0.0008911
13,143.717,0.26203,0.35127,0.98722,0.82072,0.96667,0.94677,0.60507,0.80344,1.22219,1.11562,0.0008812,0.0008812,0.0008812
14,154.351,0.2322,0.32305,0.96625,0.59907,0.73333,0.64648,0.48212,0.91078,1.94341,1.10946,0.0008713,0.0008713,0.0008713
15,164.592,0.23259,0.3139,0.97072,0.56629,1,0.9416,0.83351,0.42238,1.95894,0.75192,0.0008614,0.0008614,0.0008614
16,175.365,0.22919,0.31026,0.96627,0.48539,0.9,0.65691,0.54319,0.39714,2.29576,0.75561,0.0008515,0.0008515,0.0008515
17,185.621,0.22184,0.30614,0.97166,0.69915,0.86667,0.903,0.72775,0.60369,2.03302,0.94812,0.0008416,0.0008416,0.0008416
18,195.862,0.20393,0.29162,0.957,0.4568,0.96667,0.60023,0.53398,0.31581,2.64082,0.633,0.0008317,0.0008317,0.0008317
19,205.988,0.19318,0.25918,0.93808,0.4671,1,0.87638,0.86634,0.18627,2.04045,0.51436,0.0008218,0.0008218,0.0008218
20,216.676,0.20492,0.28071,0.94183,0.72211,1,0.99071,0.98263,0.21487,1.42534,0.55085,0.0008119,0.0008119,0.0008119
21,227.205,0.21709,0.29607,0.96517,0.95552,1,0.995,0.8275,0.33359,0.54418,0.6485,0.000802,0.000802,0.000802
22,241.735,0.2006,0.27091,0.95668,0.99695,1,0.995,0.992,0.19602,0.33059,0.50963,0.0007921,0.0007921,0.0007921
23,253.867,0.19141,0.26648,0.95628,0.67628,0.97506,0.98214,0.8768,0.34533,1.62337,0.70506,0.0007822,0.0007822,0.0007822
24,264.121,0.19063,0.26472,0.95488,0.66281,0.96667,0.96482,0.95963,0.17252,1.73034,0.50601,0.0007723,0.0007723,0.0007723
25,274.325,0.17641,0.26792,0.95107,0.73349,0.93333,0.95879,0.91108,0.30567,1.79751,0.61635,0.0007624,0.0007624,0.0007624
26,284.593,0.18065,0.27382,0.94787,0.50428,1,0.92622,0.91918,0.17647,1.79048,0.51651,0.0007525,0.0007525,0.0007525
27,294.742,0.16517,0.23393,0.92917,0.45823,1,0.995,0.995,0.18369,1.81136,0.47639,0.0007426,0.0007426,0.0007426
28,310.65,0.19479,0.26846,0.94246,0.9949,1,0.995,0.96607,0.2732,0.31139,0.60096,0.0007327,0.0007327,0.0007327
29,320.761,0.16102,0.22679,0.92767,0.86526,0.9,0.95087,0.91461,0.26565,0.57888,0.55571,0.0007228,0.0007228,0.0007228
30,330.943,0.19007,0.2668,0.95559,0.99789,1,0.995,0.995,0.21368,0.25667,0.53247,0.0007129,0.0007129,0.0007129
31,346.355,0.16291,0.25446,0.92562,0.98889,1,0.995,0.97576,0.25638,0.26222,0.56674,0.000703,0.000703,0.000703
32,357.695,0.18171,0.25431,0.94627,0.98772,1,0.995,0.98485,0.23408,0.28098,0.54771,0.0006931,0.0006931,0.0006931
33,367.813,0.15816,0.25366,0.93226,0.99795,1,0.995,0.995,0.18606,0.22021,0.51088,0.0006832,0.0006832,0.0006832
34,378.452,0.15647,0.24079,0.93411,0.99828,1,0.995,0.98181,0.20981,0.23258,0.5157,0.0006733,0.0006733,0.0006733
35,388.495,0.16811,0.2567,0.93344,0.99318,1,0.995,0.92281,0.23757,0.57086,0.57712,0.0006634,0.0006634,0.0006634
36,398.691,0.16335,0.22413,0.92188,0.89335,1,0.995,0.99218,0.24885,1.3681,0.58516,0.0006535,0.0006535,0.0006535
37,408.892,0.1593,0.2396,0.93587,0.73044,1,0.995,0.995,0.17633,1.45931,0.5022,0.0006436,0.0006436,0.0006436
38,419.386,0.15066,0.22525,0.9256,0.58483,1,0.99306,0.99306,0.16994,1.77237,0.51103,0.0006337,0.0006337,0.0006337
39,429.526,0.14867,0.22,0.91998,0.9913,1,0.995,0.995,0.17804,0.5819,0.4986,0.0006238,0.0006238,0.0006238
40,444.704,0.13869,0.2113,0.91613,0.99829,1,0.995,0.94515,0.16986,0.28641,0.48911,0.0006139,0.0006139,0.0006139
41,454.89,0.15165,0.22622,0.91811,0.99718,1,0.995,0.98981,0.22647,0.30446,0.53749,0.000604,0.000604,0.000604
42,471.432,0.13618,0.21366,0.90178,0.99704,1,0.995,0.97708,0.22254,0.33343,0.53818,0.0005941,0.0005941,0.0005941
43,481.83,0.12881,0.20512,0.90816,1,0.99647,0.995,0.98182,0.14144,0.22348,0.46322,0.0005842,0.0005842,0.0005842
44,492.361,0.13497,0.21774,0.91915,1,0.99904,0.995,0.98968,0.24003,0.28066,0.52757,0.0005743,0.0005743,0.0005743
45,502.743,0.14485,0.20121,0.91852,0.93725,0.99582,0.98646,0.93092,0.25046,0.44837,0.50309,0.0005644,0.0005644,0.0005644
46,512.87,0.1387,0.2247,0.91211,0.99824,0.96667,0.99403,0.98939,0.14605,0.25525,0.4609,0.0005545,0.0005545,0.0005545
47,522.98,0.13109,0.20854,0.91353,0.99706,1,0.995,0.995,0.136,0.19144,0.46654,0.0005446,0.0005446,0.0005446
