epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,185.971,0.20895,0.27777,0.94902,0.92406,1,0.995,0.97702,0.30373,1.19384,0.45277,0.0008416,0.0008416,0.0008416
18,196.762,0.27743,0.40993,1.02619,0.8863,0.9697,0.97995,0.88133,0.31217,1.00909,0.458,0.0008317,0.0008317,0.0008317
19,207.109,0.2254,0.27735,0.95719,0.88919,0.97273,0.99085,0.9211,0.22785,0.81608,0.41078,0.0008218,0.0008218,0.0008218
20,217.779,0.17927,0.27021,0.92644,0.62828,1,0.98349,0.97066,0.20635,1.52647,0.38498,0.0008119,0.0008119,0.0008119
21,228.182,0.20974,0.34736,0.96723,0.81896,1,0.99176,0.95259,0.20428,0.99912,0.38436,0.000802,0.000802,0.000802
22,239.915,0.23933,0.34911,0.99007,0.99063,1,0.995,0.995,0.19661,0.24587,0.36306,0.0007921,0.0007921,0.0007921
23,250.666,0.18507,0.31119,0.96126,0.95497,1,0.995,0.9694,0.26112,0.3843,0.45058,0.0007822,0.0007822,0.0007822
24,261.123,0.1891,0.27482,0.93934,0.98659,1,0.995,0.96776,0.20259,0.2344,0.43792,0.0007723,0.0007723,0.0007723
25,271.596,0.19695,0.2779,0.9489,0.966,1,0.99324,0.99324,0.17275,0.22346,0.38922,0.0007624,0.0007624,0.0007624
26,281.991,0.17882,0.26508,0.93534,0.99823,1,0.995,0.98925,0.22558,0.22206,0.41384,0.0007525,0.0007525,0.0007525
27,292.301,0.18262,0.2355,0.93674,0.9705,0.99715,0.98971,0.95283,0.25557,0.34675,0.43354,0.0007426,0.0007426,0.0007426
28,302.614,0.1841,0.24546,0.93908,0.89906,0.87879,0.92555,0.49928,0.8187,0.74579,0.91946,0.0007327,0.0007327,0.0007327
29,313.097,0.17503,0.27342,0.94134,0.75901,0.9697,0.91987,0.81722,0.23362,0.57909,0.42463,0.0007228,0.0007228,0.0007228
30,323.463,0.19345,0.24908,0.97665,0.9268,1,0.99157,0.91684,0.23209,0.3668,0.45759,0.0007129,0.0007129,0.0007129
31,333.929,0.28139,0.34897,1.05484,0.94286,0.99996,0.98147,0.96586,0.16184,0.2746,0.40052,0.000703,0.000703,0.000703
32,344.523,0.26875,0.30417,1.03751,0.93589,0.9697,0.98546,0.90236,0.25233,0.36194,0.42162,0.0006931,0.0006931,0.0006931
33,354.805,0.16886,0.23159,0.91776,0.933,1,0.98986,0.97521,0.17446,0.27828,0.35767,0.0006832,0.0006832,0.0006832
34,365.106,0.16348,0.232,0.93211,0.99781,1,0.995,0.99224,0.18692,0.16897,0.37838,0.0006733,0.0006733,0.0006733
35,375.486,0.16235,0.28658,0.93159,0.99718,1,0.995,0.99286,0.21812,0.1843,0.42674,0.0006634,0.0006634,0.0006634
36,385.972,0.17726,0.24981,0.94542,0.99444,1,0.995,0.995,0.26638,0.26113,0.46444,0.0006535,0.0006535,0.0006535
37,401.875,0.16189,0.24233,0.93383,0.96827,1,0.995,0.97973,0.19758,0.36162,0.38532,0.0006436,0.0006436,0.0006436
38,412.431,0.14477,0.21097,0.91282,0.9666,1,0.99412,0.96182,0.2681,0.50312,0.47787,0.0006337,0.0006337,0.0006337
39,422.898,0.13894,0.20278,0.90196,0.96119,1,0.96853,0.83828,0.40268,0.68737,0.53564,0.0006238,0.0006238,0.0006238
40,433.429,0.14428,0.21804,0.9291,1,0.99668,0.995,0.99262,0.29871,0.41958,0.45131,0.0006139,0.0006139,0.0006139
41,443.829,0.20607,0.33117,0.98801,0.99739,1,0.995,0.97573,0.20679,0.29029,0.38917,0.000604,0.000604,0.000604
42,454.594,0.14704,0.20936,0.92936,1,0.98744,0.995,0.98804,0.14888,0.18429,0.34687,0.0005941,0.0005941,0.0005941
