epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,374.032,0.15297,0.21233,0.92319,0.98896,0.96667,0.99312,0.99253,0.15851,0.19726,0.51993,0.0006535,0.0006535,0.0006535
37,384.139,0.15606,0.23049,0.9417,0.93389,1,0.98987,0.98022,0.19207,0.3532,0.56253,0.0006436,0.0006436,0.0006436
38,394.168,0.14999,0.21922,0.92696,0.90389,0.94067,0.98151,0.95994,0.2308,0.39717,0.59814,0.0006337,0.0006337,0.0006337
39,404.183,0.14439,0.20402,0.91795,0.9993,1,0.995,0.98523,0.2584,0.16898,0.61631,0.0006238,0.0006238,0.0006238
40,414.401,0.1404,0.19313,0.92102,0.99799,1,0.995,0.99172,0.20218,0.18882,0.53994,0.0006139,0.0006139,0.0006139
41,424.535,0.14564,0.21854,0.92092,0.98536,1,0.995,0.98905,0.19571,0.21529,0.54801,0.000604,0.000604,0.000604
42,437.444,0.13527,0.19557,0.89961,1,0.99698,0.995,0.98675,0.22317,0.25313,0.56516,0.0005941,0.0005941,0.0005941
43,447.656,0.13038,0.20178,0.91095,0.99806,1,0.995,0.86993,0.31238,0.48264,0.54172,0.0005842,0.0005842,0.0005842
44,457.876,0.12531,0.19221,0.92136,0.99763,1,0.995,0.86812,0.37867,0.49983,0.60591,0.0005743,0.0005743,0.0005743
45,468,0.12674,0.18743,0.91966,0.99784,1,0.995,0.97723,0.16127,0.28968,0.53652,0.0005644,0.0005644,0.0005644
46,478.159,0.12591,0.21267,0.91012,0.99378,1,0.995,0.96987,0.16323,0.31546,0.53846,0.0005545,0.0005545,0.0005545
47,488.322,0.11786,0.1755,0.91107,1,0.99826,0.995,0.98896,0.14808,0.21221,0.50576,0.0005446,0.0005446,0.0005446
48,498.453,0.12125,0.17217,0.90991,1,0.99825,0.995,0.995,0.11949,0.1988,0.48469,0.0005347,0.0005347,0.0005347
